Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
KLM,BCN,MAN,5h 25m,1 stop,C$ 291,4/19/2025,12,4/7/2025
Ryanair,BCN,MAN,2h 30m,direct,C$ 263,4/20/2025,13,4/7/2025
Ryanair,BCN,MAN,18h 45m,1 stop,C$ 148,4/20/2025,13,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 270,4/20/2025,13,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 334,4/20/2025,13,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 358,4/20/2025,13,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 362,4/20/2025,13,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 45m,1 stop,C$ 260,4/20/2025,13,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 512,4/20/2025,13,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 554,4/20/2025,13,4/7/2025
"easyJet, Ryanair",BCN,MAN,7h 25m,1 stop,C$ 242,4/20/2025,13,4/7/2025
Ryanair,BCN,MAN,5h 30m,1 stop,C$ 283,4/20/2025,13,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 25m,1 stop,C$ 251,4/20/2025,13,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 30m,1 stop,C$ 329,4/20/2025,13,4/7/2025
Ryanair,BCN,MAN,7h 40m,1 stop,C$ 252,4/20/2025,13,4/7/2025
"Vueling, Ryanair",BCN,MAN,6h 25m,1 stop,C$ 283,4/20/2025,13,4/7/2025
Ryanair,BCN,MAN,5h 05m,1 stop,C$ 331,4/20/2025,13,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 313,4/21/2025,14,4/7/2025
"Vueling, Ryanair",BCN,MAN,27h 10m,1 stop,C$ 144,4/21/2025,14,4/7/2025
Eurowings,BCN,MAN,6h 05m,1 stop,C$ 229,4/21/2025,14,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 362,4/21/2025,14,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 388,4/21/2025,14,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 433,4/21/2025,14,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 498,4/21/2025,14,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 512,4/21/2025,14,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 306,4/21/2025,14,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 554,4/21/2025,14,4/7/2025
"Vueling, Ryanair",BCN,MAN,6h 15m,1 stop,C$ 337,4/21/2025,14,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 45m,1 stop,C$ 293,4/21/2025,14,4/7/2025
"Vueling, Ryanair",BCN,MAN,8h 25m,1 stop,C$ 293,4/21/2025,14,4/7/2025
"Vueling, easyJet",BCN,MAN,5h 05m,1 stop,C$ 399,4/21/2025,14,4/7/2025
Ryanair,BCN,MAN,5h 55m,1 stop,C$ 402,4/21/2025,14,4/7/2025
Ryanair,BCN,MAN,5h 15m,1 stop,C$ 440,4/21/2025,14,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 195,4/22/2025,15,4/7/2025
"Vueling, Ryanair",BCN,MAN,25h 00m,1 stop,C$ 123,4/22/2025,15,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 221,4/22/2025,15,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 216,4/22/2025,15,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 239,4/22/2025,15,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 240,4/22/2025,15,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 263,4/22/2025,15,4/7/2025
"Vueling, Ryanair",BCN,MAN,6h 50m,1 stop,C$ 151,4/22/2025,15,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 374,4/22/2025,15,4/7/2025
Ryanair,BCN,MAN,8h 10m,1 stop,C$ 148,4/22/2025,15,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 403,4/22/2025,15,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 403,4/22/2025,15,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 415,4/22/2025,15,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 40m,1 stop,C$ 180,4/22/2025,15,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 149,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,21h 15m,1 stop,C$ 116,4/23/2025,16,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 161,4/23/2025,16,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 172,4/23/2025,16,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 173,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 181,4/23/2025,16,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 284,4/23/2025,16,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 339,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,6h 25m,1 stop,C$ 142,4/23/2025,16,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 45m,1 stop,C$ 205,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,7h 25m,1 stop,C$ 139,4/23/2025,16,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 15m,1 stop,C$ 192,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,6h 10m,1 stop,C$ 170,4/23/2025,16,4/7/2025
"Vueling, Aer Lingus",BCN,MAN,7h 30m,1 stop,C$ 145,4/23/2025,16,4/7/2025
"Vueling, Ryanair",BCN,MAN,8h 30m,1 stop,C$ 136,4/23/2025,16,4/7/2025
KLM,BCN,MAN,5h 25m,1 stop,C$ 213,4/23/2025,16,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 106,4/24/2025,17,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 108,4/24/2025,17,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 120,4/24/2025,17,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 123,4/24/2025,17,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 125,4/24/2025,17,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 146,4/24/2025,17,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 155,4/24/2025,17,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 236,4/24/2025,17,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 237,4/24/2025,17,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 263,4/24/2025,17,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 284,4/24/2025,17,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 15m,1 stop,C$ 129,4/24/2025,17,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 145,4/24/2025,17,4/7/2025
"Vueling, Ryanair",BCN,MAN,6h 10m,1 stop,C$ 128,4/24/2025,17,4/7/2025
"Vueling, easyJet",BCN,MAN,4h 40m,1 stop,C$ 192,4/24/2025,17,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 74,4/25/2025,18,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 87,4/25/2025,18,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 99,4/25/2025,18,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 123,4/25/2025,18,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 124,4/25/2025,18,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 142,4/25/2025,18,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 152,4/25/2025,18,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 177,4/25/2025,18,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 190,4/25/2025,18,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 258,4/25/2025,18,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 281,4/25/2025,18,4/7/2025
Ryanair,BCN,MAN,5h 30m,1 stop,C$ 132,4/25/2025,18,4/7/2025
Eurowings,BCN,MAN,5h 05m,1 stop,C$ 214,4/25/2025,18,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 00m,1 stop,C$ 192,4/25/2025,18,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 45m,1 stop,C$ 249,4/25/2025,18,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 105,4/26/2025,19,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 147,4/26/2025,19,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 155,4/26/2025,19,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 200,4/26/2025,19,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 231,4/26/2025,19,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 235,4/26/2025,19,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 245,4/26/2025,19,4/7/2025
British Airways,BCN,MAN,2h 35m,direct,C$ 248,4/26/2025,19,4/7/2025
Iberia,BCN,MAN,2h 35m,direct,C$ 250,4/26/2025,19,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 270,4/26/2025,19,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 280,4/26/2025,19,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 339,4/26/2025,19,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 20m,1 stop,C$ 174,4/26/2025,19,4/7/2025
Ryanair • Operated by Malta Air,BCN,MAN,7h 40m,1 stop,C$ 151,4/26/2025,19,4/7/2025
"Volotea, Ryanair",BCN,MAN,5h 05m,1 stop,C$ 194,4/26/2025,19,4/7/2025
Ryanair,BCN,MAN,2h 30m,direct,C$ 183,4/27/2025,20,4/7/2025
"Vueling, Ryanair",BCN,MAN,10h 05m,1 stop,C$ 127,4/27/2025,20,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 188,4/27/2025,20,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 204,4/27/2025,20,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 205,4/27/2025,20,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 229,4/27/2025,20,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 318,4/27/2025,20,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 337,4/27/2025,20,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 366,4/27/2025,20,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 30m,1 stop,C$ 202,4/27/2025,20,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 512,4/27/2025,20,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 554,4/27/2025,20,4/7/2025
"Vueling, Jet2",BCN,MAN,6h 40m,1 stop,C$ 182,4/27/2025,20,4/7/2025
"Vueling, Ryanair",BCN,MAN,10h 40m,1 stop,C$ 135,4/27/2025,20,4/7/2025
"Eurowings, Ryanair",BCN,MAN,5h 35m,1 stop,C$ 234,4/27/2025,20,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 126,4/28/2025,21,4/7/2025
"Vueling, Ryanair",BCN,MAN,20h 10m,1 stop,C$ 97,4/28/2025,21,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 132,4/28/2025,21,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 169,4/28/2025,21,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 183,4/28/2025,21,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 187,4/28/2025,21,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 194,4/28/2025,21,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 258,4/28/2025,21,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 281,4/28/2025,21,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 436,4/28/2025,21,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 178,4/28/2025,21,4/7/2025
Ryanair,BCN,MAN,5h 15m,1 stop,C$ 180,4/28/2025,21,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 55m,1 stop,C$ 173,4/28/2025,21,4/7/2025
"Volotea, Ryanair",BCN,MAN,5h 50m,1 stop,C$ 191,4/28/2025,21,4/7/2025
Ryanair,BCN,MAN,6h 00m,1 stop,C$ 198,4/28/2025,21,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 15m,1 stop,C$ 206,4/28/2025,21,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 86,4/29/2025,22,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 93,4/29/2025,22,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 95,4/29/2025,22,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 99,4/29/2025,22,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 107,4/29/2025,22,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 126,4/29/2025,22,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 210,4/29/2025,22,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 210,4/29/2025,22,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 231,4/29/2025,22,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 231,4/29/2025,22,4/7/2025
Ryanair,BCN,MAN,4h 55m,1 stop,C$ 141,4/29/2025,22,4/7/2025
Ryanair • Operated by Malta Air,BCN,MAN,6h 00m,1 stop,C$ 129,4/29/2025,22,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 00m,1 stop,C$ 150,4/29/2025,22,4/7/2025
KLM,BCN,MAN,4h 25m,1 stop,C$ 188,4/29/2025,22,4/7/2025
Ryanair,BCN,MAN,6h 20m,1 stop,C$ 126,4/29/2025,22,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 107,4/30/2025,23,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 125,4/30/2025,23,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 129,4/30/2025,23,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 136,4/30/2025,23,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 197,4/30/2025,23,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 258,4/30/2025,23,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 281,4/30/2025,23,4/7/2025
easyJet,BCN,MAN,5h 45m,1 stop,C$ 139,4/30/2025,23,4/7/2025
"Air Europa, easyJet",BCN,MAN,5h 30m,1 stop,C$ 147,4/30/2025,23,4/7/2025
KLM,BCN,MAN,5h 00m,1 stop,C$ 213,4/30/2025,23,4/7/2025
Eurowings,BCN,MAN,5h 10m,1 stop,C$ 333,4/30/2025,23,4/7/2025
Norwegian • Operated by Norwegian Air International,BCN,MAN,6h 20m,1 stop,C$ 322,4/30/2025,23,4/7/2025
KLM,BCN,MAN,4h 25m,1 stop,C$ 436,4/30/2025,23,4/7/2025
"KLM • Operated by KLM Cityhopper, Eastern Airways",BCN,MAN,4h 50m,1 stop,C$ 400,4/30/2025,23,4/7/2025
easyJet,BCN,MAN,5h 40m,1 stop,C$ 284,4/30/2025,23,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 60,5/1/2025,24,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 87,5/1/2025,24,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 86,5/1/2025,24,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 95,5/1/2025,24,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 118,5/1/2025,24,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 120,5/1/2025,24,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 210,5/1/2025,24,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 210,5/1/2025,24,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 231,5/1/2025,24,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 231,5/1/2025,24,4/7/2025
"Iberia, British Airways • Operated by British Airways",BCN,MAN,4h 15m,1 stop,C$ 169,5/1/2025,24,4/7/2025
British Airways,BCN,MAN,4h 15m,1 stop,C$ 193,5/1/2025,24,4/7/2025
easyJet,BCN,MAN,9h 20m,1 stop,C$ 127,5/1/2025,24,4/7/2025
"Air Europa, easyJet",BCN,MAN,11h 45m,1 stop,C$ 120,5/1/2025,24,4/7/2025
KLM,BCN,MAN,4h 25m,1 stop,C$ 233,5/1/2025,24,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 45,5/2/2025,25,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 48,5/2/2025,25,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 50,5/2/2025,25,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 63,5/2/2025,25,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 63,5/2/2025,25,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 66,5/2/2025,25,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 87,5/2/2025,25,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 103,5/2/2025,25,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 155,5/2/2025,25,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 177,5/2/2025,25,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 188,5/2/2025,25,4/7/2025
Iberia • Operated by Iberia Express,BCN,MAN,6h 00m,1 stop,C$ 115,5/2/2025,25,4/7/2025
"Vueling, easyJet",BCN,MAN,5h 40m,1 stop,C$ 124,5/2/2025,25,4/7/2025
Norwegian • Operated by Norwegian Air International,BCN,MAN,6h 10m,1 stop,C$ 145,5/2/2025,25,4/7/2025
Ryanair,BCN,MAN,5h 30m,1 stop,C$ 138,5/2/2025,25,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 39,5/3/2025,26,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 39,5/3/2025,26,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 40,5/3/2025,26,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 45,5/3/2025,26,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 74,5/3/2025,26,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 141,5/3/2025,26,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 141,5/3/2025,26,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 155,5/3/2025,26,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 155,5/3/2025,26,4/7/2025
Iberia,BCN,MAN,2h 35m,direct,C$ 168,5/3/2025,26,4/7/2025
British Airways,BCN,MAN,2h 35m,direct,C$ 242,5/3/2025,26,4/7/2025
"Ryanair, Ryanair",BCN,MAN,6h 35m,1 stop,C$ 82,5/3/2025,26,4/7/2025
"Ryanair, Aer Lingus • Operated by Emerald Airlines",BCN,MAN,7h 15m,1 stop,C$ 97,5/3/2025,26,4/7/2025
"Iberia, British Airways • Operated by British Airways",BCN,MAN,4h 20m,1 stop,C$ 169,5/3/2025,26,4/7/2025
"Vueling, Ryanair",BCN,MAN,6h 00m,1 stop,C$ 123,5/3/2025,26,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 67,5/4/2025,27,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 67,5/4/2025,27,4/7/2025
Ryanair,BCN,MAN,2h 30m,direct,C$ 78,5/4/2025,27,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 87,5/4/2025,27,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 99,5/4/2025,27,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 177,5/4/2025,27,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 177,5/4/2025,27,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 177,5/4/2025,27,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 177,5/4/2025,27,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 164,5/4/2025,27,4/7/2025
Ryanair,BCN,MAN,5h 30m,1 stop,C$ 122,5/4/2025,27,4/7/2025
Ryanair,BCN,MAN,5h 05m,1 stop,C$ 160,5/4/2025,27,4/7/2025
"Vueling, easyJet",BCN,MAN,4h 40m,1 stop,C$ 187,5/4/2025,27,4/7/2025
Ryanair,BCN,MAN,6h 05m,1 stop,C$ 152,5/4/2025,27,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 30m,1 stop,C$ 197,5/4/2025,27,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 136,5/5/2025,28,4/7/2025
"Air Europa, easyJet",BCN,MAN,11h 35m,1 stop,C$ 81,5/5/2025,28,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 169,5/5/2025,28,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 191,5/5/2025,28,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 192,5/5/2025,28,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 237,5/5/2025,28,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 263,5/5/2025,28,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 284,5/5/2025,28,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 298,5/5/2025,28,4/7/2025
"Vueling, easyJet",BCN,MAN,10h 05m,1 stop,C$ 94,5/5/2025,28,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 40m,1 stop,C$ 171,5/5/2025,28,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 20m,1 stop,C$ 171,5/5/2025,28,4/7/2025
"Volotea, Ryanair",BCN,MAN,5h 50m,1 stop,C$ 195,5/5/2025,28,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 217,5/5/2025,28,4/7/2025
Eurowings,BCN,MAN,6h 15m,1 stop,C$ 214,5/5/2025,28,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 50m,1 stop,C$ 166,5/5/2025,28,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 58,5/6/2025,29,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 62,5/6/2025,29,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 76,5/6/2025,29,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 87,5/6/2025,29,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 85,5/6/2025,29,4/7/2025
easyJet,BCN,MAN,2h 40m,direct,C$ 87,5/6/2025,29,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 103,5/6/2025,29,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 155,5/6/2025,29,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 30m,direct,C$ 166,5/6/2025,29,4/7/2025
Iberia • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 209,5/6/2025,29,4/7/2025
British Airways • Operated by Vueling,BCN,MAN,2h 35m,direct,C$ 231,5/6/2025,29,4/7/2025
"Vueling, easyJet",BCN,MAN,5h 25m,1 stop,C$ 124,5/6/2025,29,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 35m,1 stop,C$ 125,5/6/2025,29,4/7/2025
"Vueling, Ryanair",BCN,MAN,7h 35m,1 stop,C$ 99,5/6/2025,29,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 144,5/6/2025,29,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 43,5/7/2025,30,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 58,5/7/2025,30,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 65,5/7/2025,30,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 80,5/7/2025,30,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 155,5/7/2025,30,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 155,5/7/2025,30,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 45m,1 stop,C$ 77,5/7/2025,30,4/7/2025
easyJet,BCN,MAN,5h 40m,1 stop,C$ 106,5/7/2025,30,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 55m,1 stop,C$ 121,5/7/2025,30,4/7/2025
easyJet,BCN,MAN,5h 45m,1 stop,C$ 106,5/7/2025,30,4/7/2025
Ryanair,BCN,MAN,5h 30m,1 stop,C$ 110,5/7/2025,30,4/7/2025
"Vueling, Ryanair",BCN,MAN,5h 15m,1 stop,C$ 121,5/7/2025,30,4/7/2025
easyJet,BCN,MAN,4h 40m,1 stop,C$ 134,5/7/2025,30,4/7/2025
Ryanair • Operated by Malta Air,BCN,MAN,5h 10m,1 stop,C$ 125,5/7/2025,30,4/7/2025
"easyJet, Ryanair",BCN,MAN,5h 30m,1 stop,C$ 118,5/7/2025,30,4/7/2025
Ryanair,BCN,MAN,2h 35m,direct,C$ 43,5/8/2025,31,4/7/2025
Vueling,BCN,MAN,2h 35m,direct,C$ 58,5/8/2025,31,4/7/2025
easyJet,BCN,MAN,2h 30m,direct,C$ 64,5/8/2025,31,4/7/2025
Vueling,BCN,MAN,2h 30m,direct,C$ 68,5/8/2025,31,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 74,5/8/2025,31,4/7/2025
easyJet,BCN,MAN,2h 35m,direct,C$ 78,5/8/2025,31,4/7/2025
Jet2,BCN,MAN,2h 40m,direct,C$ 103,5/8/2025,31,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 177,5/8/2025,31,4/7/2025
